well,lib/well_voice.swf:well_000,nathan,"It's the long way back to the village."
well,lib/well_voice.swf:well_001,nathan,"I can't leave. Not yet."
well,lib/well_voice.swf:well_002,nathan,"It's dead."
well,lib/well_voice.swf:well_003,nathan,"The dry branches would make perfect firewood."
well,lib/well_voice.swf:well_004,nathan,"It's an old bridge, but the wood still looks strong and trustworthy."
well,lib/well_voice.swf:well_005,nathan,"I can only use it to get to the other side."
well,lib/well_voice.swf:well_006,nathan,"That cart has seen better days..."
well,lib/well_voice.swf:well_007,nathan,"I wonder who left you here."
well,lib/well_voice.swf:well_008,nathan,"I can't use it. It's definitely broken."
well,lib/well_voice.swf:well_009,nathan,"Is that a coffin? Creepy."
well,lib/well_voice.swf:well_010,nathan,"It looks like it was opened from inside..."
well,lib/well_voice.swf:well_011,nathan,"I'm not going in there!"
well,lib/well_voice.swf:well_012,nathan,"There's something shiny stuck between the boards."
well,lib/well_voice.swf:well_013,nathan,"What's this?"
well,lib/well_voice.swf:well_014,nathan,"It's the well handle."
well,lib/well_voice.swf:well_015,nathan,"Ooops!"
well,lib/well_voice.swf:well_016,nathan,"It's the handle from the well."
well,lib/well_voice.swf:well_017,nathan,"Okay. It might be useful."
well,lib/well_voice.swf:well_018,nathan,"It's an old well."
well,lib/well_voice.swf:well_019,nathan,"Hello!? Is anyone down there?"
well,lib/well_voice.swf:well_020,well,"..."
well,lib/well_voice.swf:well_021,nathan,"No one is answering. Good."
well,lib/well_voice.swf:well_022,nathan,"I should use the handle."
well,lib/well_voice.swf:well_024,nathan,"It broke when I touched it."
well,lib/well_voice.swf:well_028,nathan,"It's a nice lantern."
well,lib/well_voice.swf:well_029,nathan,"I don't want to. I don't like darkness."
well,lib/well_voice.swf:well_030,nathan,"No, it's already lit."
well,lib/well_voice.swf:well_031,nathan,"It looks like he's on a hiking trip."
well,lib/well_voice.swf:well_032,nathan,"Excuse me..."
well,lib/well_voice.swf:well_033,greg,"Why hello!"
well,lib/well_voice.swf:well_034,nathan,"No."
well,lib/well_voice.swf:well_035,nathan,"I don't want to duel him!"
well,lib/well_voice.swf:well_037,nathan,"Those are nice looking mushrooms."
well,lib/well_voice.swf:well_038,nathan,"No, they might be poisonous."
