global,lib/global_voice.swf:global_000,nathan,"I don't see anything special about that."
global,lib/global_voice.swf:global_001,nathan,"No, thanks."
global,lib/global_voice.swf:global_002,nathan,"What should I do with it?"
global,lib/global_voice.swf:global_003,nathan,"How should I use this?"
global,lib/global_voice.swf:global_004,nathan,"I don't think that's useful."
global,lib/global_voice.swf:global_005,nathan,"I don't think that'll work."
global,lib/global_voice.swf:global_006,nathan,"I think that's useless."
global,lib/global_voice.swf:global_007,nathan,"It's a piece of barbed wire."
global,lib/global_voice.swf:global_008,nathan,"It's thin and sharp. Maybe I can pick a lock with this?"
global,lib/global_voice.swf:global_009,nathan,"The title of the book is ""The Inside Matters"" ... What does that mean?"
global,lib/global_voice.swf:global_010,nathan,"Let's see... Hey! There's a golden plate inside."
global,lib/global_voice.swf:global_011,nathan,"I'll discard the empty book and just keep the plate."
global,lib/global_voice.swf:global_012,nathan,"It's a corked bottle of alcohol."
global,lib/global_voice.swf:global_013,nathan,"I pulled the cork out with my teeth."
global,lib/global_voice.swf:global_014,nathan,"The cork is too tight to pull out with my hands."
global,lib/global_voice.swf:global_015,nathan,"That won't uncork it."
global,lib/global_voice.swf:global_016,nathan,"It's almost empty."
global,lib/global_voice.swf:global_017,nathan,"I'm not in the mood for drinking right now."
global,lib/global_voice.swf:global_019,nathan,"Alcohol is never a good solution for problems."
global,lib/global_voice.swf:global_020,nathan,"It's a full bottle of alcohol."
global,lib/global_voice.swf:global_024,nathan,"Half-full or half-empty? That's the question."
global,lib/global_voice.swf:global_028,nathan,"It's a piece of cloth."
global,lib/global_voice.swf:global_029,nathan,"I could try to clean something... but the cloth is too dry."
global,lib/global_voice.swf:global_030,nathan,"Now it's a wet piece of cloth soaked in alcohol."
global,lib/global_voice.swf:global_031,nathan,"I could clean something..."
global,lib/global_voice.swf:global_032,nathan,"That doesn't need to be cleaned."
global,lib/global_voice.swf:global_033,nathan,"It's a light cork."
global,lib/global_voice.swf:global_034,nathan,"It's the fish I caught."
global,lib/global_voice.swf:global_035,nathan,"I'm really sorry about this, fish. I've never liked fishing, you know."
global,lib/global_voice.swf:global_036,nathan,"I don't like raw fish."
global,lib/global_voice.swf:global_037,nathan,"A dead fish isn't needed here."
global,lib/global_voice.swf:global_038,nathan,"It's my handmade fishing-rod. With bait."
global,lib/global_voice.swf:global_039,nathan,"I should go fishing."
global,lib/global_voice.swf:global_040,nathan,"This is not a good place for fishing."
global,lib/global_voice.swf:global_041,nathan,"It's my handmade fishing rod."
global,lib/global_voice.swf:global_042,nathan,"I should go fishing, but I'll need to bait the hook first."
global,lib/global_voice.swf:global_044,nathan,"Plus I need to bait the hook."
